"service_date","day_type","bus","rail_boardings","total_rides"
"01/01/2001","U","297,192","126,455","423,647"
"01/02/2001","W","780,827","501,952","1,282,779"
"01/03/2001","W","824,923","536,432","1,361,355"
"01/04/2001","W","870,021","550,011","1,420,032"
"01/05/2001","W","890,426","557,917","1,448,343"
"01/06/2001","A","577,401","255,356","832,757"
"01/07/2001","U","375,831","169,825","545,656"
"01/08/2001","W","985,221","590,706","1,575,927"
"01/09/2001","W","978,377","599,905","1,578,282"
"01/10/2001","W","984,884","602,052","1,586,936"
"01/11/2001","W","995,561","607,503","1,603,064"
"01/12/2001","W","1,018,985","605,252","1,624,237"
"01/13/2001","A","591,791","270,056","861,847"
"01/14/2001","U","373,091","174,842","547,933"
"01/15/2001","W","675,845","412,149","1,087,994"
"01/16/2001","W","1,024,367","622,163","1,646,530"
"01/17/2001","W","1,018,690","620,343","1,639,033"
"01/18/2001","W","1,006,996","618,832","1,625,828"
"01/19/2001","W","909,964","583,851","1,493,815"
"01/20/2001","A","582,348","263,815","846,163"
"01/21/2001","U","378,381","172,107","550,488"
"01/22/2001","W","1,005,936","598,777","1,604,713"
"01/23/2001","W","1,019,983","610,352","1,630,335"
"01/24/2001","W","991,661","606,835","1,598,496"
"01/25/2001","W","1,004,257","609,877","1,614,134"
"01/26/2001","W","965,324","597,039","1,562,363"
"01/27/2001","A","590,836","268,078","858,914"
"01/28/2001","U","368,819","174,434","543,253"
"01/29/2001","W","953,532","587,052","1,540,584"
"01/30/2001","W","982,046","607,858","1,589,904"
"01/31/2001","W","999,392","610,508","1,609,900"
"02/01/2001","W","1,054,608","615,268","1,669,876"
"02/02/2001","W","966,701","577,767","1,544,468"
"02/03/2001","A","611,703","263,612","875,315"
"02/04/2001","U","404,212","178,398","582,610"
"02/05/2001","W","1,045,944","600,588","1,646,532"
"02/06/2001","W","1,039,393","612,435","1,651,828"
"02/07/2001","W","1,015,059","609,022","1,624,081"
"02/08/2001","W","1,007,760","610,237","1,617,997"
"02/09/2001","W","970,826","593,354","1,564,180"
"02/10/2001","A","605,404","271,313","876,717"
"02/11/2001","U","405,433","178,810","584,243"
"02/12/2001","W","872,330","539,393","1,411,723"
"02/13/2001","W","1,050,834","622,753","1,673,587"
"02/14/2001","W","1,004,304","610,966","1,615,270"
"02/15/2001","W","1,028,938","613,323","1,642,261"
"02/16/2001","W","1,033,040","601,418","1,634,458"
"02/17/2001","A","591,717","269,294","861,011"
"02/18/2001","U","388,788","176,855","565,643"
"02/19/2001","W","782,447","457,891","1,240,338"
"02/20/2001","W","1,035,400","610,284","1,645,684"
"02/21/2001","W","986,212","600,133","1,586,345"
"02/22/2001","W","986,399","606,302","1,592,701"
"02/23/2001","W","1,024,235","602,352","1,626,587"
"02/24/2001","A","505,193","246,795","751,988"
"02/25/2001","U","351,637","172,132","523,769"
"02/26/2001","W","1,009,329","609,256","1,618,585"
"02/27/2001","W","1,000,630","609,305","1,609,935"
"02/28/2001","W","990,416","610,013","1,600,429"
"03/01/2001","W","1,051,889","618,440","1,670,329"
"03/02/2001","W","1,062,234","611,578","1,673,812"
"03/03/2001","A","678,870","286,786","965,656"
"03/04/2001","U","385,978","178,292","564,270"
"03/05/2001","W","863,086","549,759","1,412,845"
"03/06/2001","W","1,013,530","603,561","1,617,091"
"03/07/2001","W","1,028,462","616,666","1,645,128"
"03/08/2001","W","1,000,946","611,371","1,612,317"
"03/09/2001","W","1,038,368","606,672","1,645,040"
"03/10/2001","A","633,472","283,251","916,723"
"03/11/2001","U","410,081","188,228","598,309"
"03/12/2001","W","979,411","588,857","1,568,268"
"03/13/2001","W","1,017,685","611,347","1,629,032"
"03/14/2001","W","1,025,283","619,417","1,644,700"
"03/15/2001","W","960,667","596,612","1,557,279"
"03/16/2001","W","923,613","583,359","1,506,972"
"03/17/2001","A","602,158","343,893","946,051"
"03/18/2001","U","412,146","194,257","606,403"
"03/19/2001","W","1,021,700","602,469","1,624,169"
"03/20/2001","W","1,034,388","618,340","1,652,728"
"03/21/2001","W","1,029,332","616,764","1,646,096"
"03/22/2001","W","1,030,741","617,815","1,648,556"
"03/23/2001","W","1,030,685","605,605","1,636,290"
"03/24/2001","A","604,139","277,028","881,167"
"03/25/2001","U","348,817","170,742","519,559"
"03/26/2001","W","989,316","583,176","1,572,492"
"03/27/2001","W","1,017,904","600,914","1,618,818"
"03/28/2001","W","1,007,699","601,999","1,609,698"
"03/29/2001","W","1,020,098","605,027","1,625,125"
"03/30/2001","W","978,244","590,403","1,568,647"
"03/31/2001","A","626,223","280,950","907,173"
"04/01/2001","U","417,716","192,717","610,433"
"04/02/2001","W","1,023,629","611,098","1,634,727"
"04/03/2001","W","1,057,275","613,993","1,671,268"
"04/04/2001","W","1,047,634","625,348","1,672,982"
"04/05/2001","W","973,118","606,535","1,579,653"
"04/06/2001","W","1,015,046","611,352","1,626,398"
"04/07/2001","A","642,265","297,971","940,236"
"04/08/2001","U","437,035","200,720","637,755"
"04/09/2001","W","998,290","596,418","1,594,708"
"04/10/2001","W","1,024,817","613,311","1,638,128"
"04/11/2001","W","985,906","606,764","1,592,670"
"04/12/2001","W","991,795","608,691","1,600,486"
"04/13/2001","W","865,706","527,116","1,392,822"
"04/14/2001","A","628,526","279,728","908,254"
"04/15/2001","U","364,972","163,191","528,163"
"04/16/2001","W","859,713","564,614","1,424,327"
"04/17/2001","W","877,834","583,859","1,461,693"
"04/18/2001","W","907,539","599,600","1,507,139"
"04/19/2001","W","917,518","596,505","1,514,023"
"04/20/2001","W","922,082","590,659","1,512,741"
"04/21/2001","A","603,039","293,701","896,740"
"04/22/2001","U","384,255","185,526","569,781"
"04/23/2001","W","979,788","590,446","1,570,234"
"04/24/2001","W","1,031,150","618,513","1,649,663"
"04/25/2001","W","977,794","609,447","1,587,241"
"04/26/2001","W","1,028,140","624,617","1,652,757"
"04/27/2001","W","1,034,472","610,723","1,645,195"
"04/28/2001","A","624,970","289,747","914,717"
"04/29/2001","U","423,377","200,002","623,379"
"04/30/2001","W","1,008,390","600,424","1,608,814"
"05/01/2001","W","1,067,496","632,996","1,700,492"
"05/02/2001","W","1,034,088","627,894","1,661,982"
"05/03/2001","W","1,065,048","634,792","1,699,840"
"05/04/2001","W","1,046,692","621,087","1,667,779"
"05/05/2001","A","637,957","307,025","944,982"
"05/06/2001","U","417,760","206,450","624,210"
"05/07/2001","W","1,007,381","598,338","1,605,719"
"05/08/2001","W","1,044,379","621,604","1,665,983"
"05/09/2001","W","1,041,324","619,928","1,661,252"
"05/10/2001","W","1,018,705","614,067","1,632,772"
"05/11/2001","W","1,004,068","600,295","1,604,363"
"05/12/2001","A","649,008","289,167","938,175"
"05/13/2001","U","422,270","200,996","623,266"
"05/14/2001","W","963,027","581,644","1,544,671"
"05/15/2001","W","1,035,512","633,053","1,668,565"
"05/16/2001","W","995,884","627,978","1,623,862"
"05/17/2001","W","1,006,118","628,882","1,635,000"
"05/18/2001","W","1,027,834","628,829","1,656,663"
"05/19/2001","A","645,603","315,487","961,090"
"05/20/2001","U","427,040","217,899","644,939"
"05/21/2001","W","958,236","590,204","1,548,440"
"05/22/2001","W","1,019,568","637,152","1,656,720"
"05/23/2001","W","978,614","619,656","1,598,270"
"05/24/2001","W","973,423","615,727","1,589,150"
"05/25/2001","W","988,982","597,892","1,586,874"
"05/26/2001","A","512,958","269,276","782,234"
"05/27/2001","U","390,535","208,208","598,743"
"05/28/2001","U","392,906","191,639","584,545"
"05/29/2001","W","1,003,029","595,375","1,598,404"
"05/30/2001","W","1,002,940","607,442","1,610,382"
"05/31/2001","W","965,359","602,748","1,568,107"
"06/01/2001","W","1,057,056","611,631","1,668,687"
"06/02/2001","A","618,944","282,212","901,156"
"06/03/2001","U","432,408","204,795","637,203"
"06/04/2001","W","1,029,447","599,699","1,629,146"
"06/05/2001","W","935,443","606,051","1,541,494"
"06/06/2001","W","1,004,243","627,572","1,631,815"
"06/07/2001","W","1,004,748","646,177","1,650,925"
"06/08/2001","W","1,012,502","642,049","1,654,551"
"06/09/2001","A","639,444","358,013","997,457"
"06/10/2001","U","438,393","242,257","680,650"
"06/11/2001","W","910,186","586,260","1,496,446"
"06/12/2001","W","946,314","605,737","1,552,051"
"06/13/2001","W","911,372","599,114","1,510,486"
"06/14/2001","W","891,710","602,538","1,494,248"
"06/15/2001","W","912,712","612,983","1,525,695"
"06/16/2001","A","675,335","340,782","1,016,117"
"06/17/2001","U","422,714","237,483","660,197"
"06/18/2001","W","909,937","590,688","1,500,625"
"06/19/2001","W","944,122","613,028","1,557,150"
"06/20/2001","W","939,471","612,707","1,552,178"
"06/21/2001","W","900,375","596,076","1,496,451"
"06/22/2001","W","957,514","626,565","1,584,079"
"06/23/2001","A","631,716","328,467","960,183"
"06/24/2001","U","443,240","281,620","724,860"
"06/25/2001","W","947,130","621,006","1,568,136"
"06/26/2001","W","944,301","635,326","1,579,627"
"06/27/2001","W","944,274","634,994","1,579,268"
"06/28/2001","W","942,731","611,002","1,553,733"
"06/29/2001","W","996,694","666,587","1,663,281"
"06/30/2001","A","649,995","363,078","1,013,073"
"07/01/2001","U","435,317","271,052","706,369"
"07/02/2001","W","958,879","627,767","1,586,646"
"07/03/2001","W","990,209","827,670","1,817,879"
"07/04/2001","U","461,383","306,172","767,555"
"07/05/2001","W","918,500","606,574","1,525,074"
"07/06/2001","W","958,011","643,965","1,601,976"
"07/07/2001","A","599,172","347,374","946,546"
"07/08/2001","U","439,513","256,208","695,721"
"07/09/2001","W","935,542","597,633","1,533,175"
"07/10/2001","W","937,066","610,069","1,547,135"
"07/11/2001","W","960,775","614,294","1,575,069"
"07/12/2001","W","949,551","636,236","1,585,787"
"07/13/2001","W","957,097","641,244","1,598,341"
"07/14/2001","A","629,660","333,365","963,025"
"07/15/2001","U","420,137","241,827","661,964"
"07/16/2001","W","880,246","623,660","1,503,906"
"07/17/2001","W","920,250","625,940","1,546,190"
"07/18/2001","W","935,427","612,765","1,548,192"
"07/19/2001","W","949,691","618,451","1,568,142"
"07/20/2001","W","937,942","610,617","1,548,559"
"07/21/2001","A","593,545","305,457","899,002"
"07/22/2001","U","379,766","200,473","580,239"
"07/23/2001","W","854,318","574,685","1,429,003"
"07/24/2001","W","939,133","630,753","1,569,886"
"07/25/2001","W","874,776","612,547","1,487,323"
"07/26/2001","W","954,848","636,674","1,591,522"
"07/27/2001","W","933,625","634,484","1,568,109"
"07/28/2001","A","607,195","357,848","965,043"
"07/29/2001","U","432,534","236,416","668,950"
"07/30/2001","W","908,372","586,076","1,494,448"
"07/31/2001","W","884,617","596,502","1,481,119"
"08/01/2001","W","873,553","612,734","1,486,287"
"08/02/2001","W","790,639","549,367","1,340,006"
"08/03/2001","W","984,483","603,405","1,587,888"
"08/04/2001","A","648,406","319,386","967,792"
"08/05/2001","U","453,344","225,172","678,516"
"08/06/2001","W","907,499","585,919","1,493,418"
"08/07/2001","W","875,431","610,601","1,486,032"
"08/08/2001","W","854,367","596,163","1,450,530"
"08/09/2001","W","846,305","602,242","1,448,547"
"08/10/2001","W","946,431","626,136","1,572,567"
"08/11/2001","A","607,614","323,141","930,755"
"08/12/2001","U","420,182","234,020","654,202"
"08/13/2001","W","892,382","571,719","1,464,101"
"08/14/2001","W","866,757","598,019","1,464,776"
"08/15/2001","W","878,793","584,203","1,462,996"
"08/16/2001","W","800,887","581,402","1,382,289"
"08/17/2001","W","929,083","598,538","1,527,621"
"08/18/2001","A","569,201","296,970","866,171"
"08/19/2001","U","439,920","235,842","675,762"
"08/20/2001","W","876,831","606,101","1,482,932"
"08/21/2001","W","894,995","608,242","1,503,237"
"08/22/2001","W","864,392","599,157","1,463,549"
"08/23/2001","W","906,026","612,615","1,518,641"
"08/24/2001","W","926,014","619,276","1,545,290"
"08/25/2001","A","518,211","290,626","808,837"
"08/26/2001","U","439,715","245,014","684,729"
"08/27/2001","W","900,370","590,849","1,491,219"
"08/28/2001","W","933,626","628,532","1,562,158"
"08/29/2001","W","901,782","625,324","1,527,106"
"08/30/2001","W","913,200","617,044","1,530,244"
"08/31/2001","W","986,749","616,977","1,603,726"
"09/01/2001","A","639,977","319,699","959,676"
"09/02/2001","U","470,771","243,520","714,291"
"09/03/2001","U","448,248","213,584","661,832"
"09/04/2001","W","1,120,482","625,640","1,746,122"
"09/05/2001","W","1,047,878","644,950","1,692,828"
"09/06/2001","W","1,053,246","644,766","1,698,012"
"09/07/2001","W","1,070,339","659,824","1,730,163"
"09/08/2001","A","645,427","341,332","986,759"
"09/09/2001","U","492,026","215,773","707,799"
"09/10/2001","W","1,075,781","661,092","1,736,873"
"09/11/2001","W","957,593","525,953","1,483,546"
"09/12/2001","W","931,165","588,507","1,519,672"
"09/13/2001","W","1,010,171","607,718","1,617,889"
"09/14/2001","W","1,034,666","613,645","1,648,311"
"09/15/2001","A","615,097","277,875","892,972"
"09/16/2001","U","417,392","191,270","608,662"
"09/17/2001","W","919,985","609,381","1,529,366"
"09/18/2001","W","1,039,365","626,518","1,665,883"
"09/19/2001","W","939,442","625,612","1,565,054"
"09/20/2001","W","973,094","646,112","1,619,206"
"09/21/2001","W","967,583","626,032","1,593,615"
"09/22/2001","A","641,096","307,331","948,427"
"09/23/2001","U","361,048","190,813","551,861"
"09/24/2001","W","940,207","622,061","1,562,268"
"09/25/2001","W","968,563","638,815","1,607,378"
"09/26/2001","W","1,028,542","639,258","1,667,800"
"09/27/2001","W","1,024,125","642,860","1,666,985"
"09/28/2001","W","1,024,142","645,884","1,670,026"
"09/29/2001","A","639,464","330,008","969,472"
"09/30/2001","U","412,037","219,852","631,889"
"10/01/2001","W","1,069,361","639,795","1,709,156"
"10/02/2001","W","1,078,342","658,020","1,736,362"
"10/03/2001","W","1,018,388","657,170","1,675,558"
"10/04/2001","W","902,598","649,681","1,552,279"
"10/05/2001","W","1,034,680","651,273","1,685,953"
"10/06/2001","A","628,587","326,860","955,447"
"10/07/2001","U","404,926","287,483","692,409"
"10/08/2001","W","802,729","531,294","1,334,023"
"10/09/2001","W","1,055,377","645,072","1,700,449"
"10/10/2001","W","898,767","637,568","1,536,335"
"10/11/2001","W","1,025,128","647,937","1,673,065"
"10/12/2001","W","1,000,153","625,089","1,625,242"
"10/13/2001","A","515,481","273,528","789,009"
"10/14/2001","U","409,065","209,437","618,502"
"10/15/2001","W","1,037,513","627,937","1,665,450"
"10/16/2001","W","1,022,047","634,396","1,656,443"
"10/17/2001","W","1,036,702","641,266","1,677,968"
"10/18/2001","W","1,017,434","646,140","1,663,574"
"10/19/2001","W","956,423","642,121","1,598,544"
"10/20/2001","A","632,093","319,399","951,492"
"10/21/2001","U","433,014","213,638","646,652"
"10/22/2001","W","1,012,782","621,894","1,634,676"
"10/23/2001","W","1,000,304","638,393","1,638,697"
"10/24/2001","W","867,027","625,218","1,492,245"
"10/25/2001","W","947,047","618,401","1,565,448"
"10/26/2001","W","981,933","613,047","1,594,980"
"10/27/2001","A","582,223","291,912","874,135"
"10/28/2001","U","405,374","208,481","613,855"
"10/29/2001","W","1,019,942","623,086","1,643,028"
"10/30/2001","W","994,503","629,005","1,623,508"
"10/31/2001","W","978,585","628,587","1,607,172"
"11/01/2001","W","1,029,256","641,642","1,670,898"
"11/02/2001","W","1,042,714","645,966","1,688,680"
"11/03/2001","A","648,350","315,004","963,354"
"11/04/2001","U","443,453","222,988","666,441"
"11/05/2001","W","1,057,697","629,864","1,687,561"
"11/06/2001","W","1,044,478","638,448","1,682,926"
"11/07/2001","W","1,033,982","640,396","1,674,378"
"11/08/2001","W","1,004,574","636,400","1,640,974"
"11/09/2001","W","931,849","620,257","1,552,106"
"11/10/2001","A","618,184","322,793","940,977"
"11/11/2001","U","416,118","218,931","635,049"
"11/12/2001","W","812,747","527,242","1,339,989"
"11/13/2001","W","1,026,715","641,101","1,667,816"
"11/14/2001","W","994,462","624,162","1,618,624"
"11/15/2001","W","983,434","615,519","1,598,953"
"11/16/2001","W","1,046,467","623,566","1,670,033"
"11/17/2001","A","653,210","354,828","1,008,038"
"11/18/2001","U","414,683","201,199","615,882"
"11/19/2001","W","999,890","600,948","1,600,838"
"11/20/2001","W","1,005,581","612,391","1,617,972"
"11/21/2001","W","988,420","589,664","1,578,084"
"11/22/2001","U","322,788","151,915","474,703"
"11/23/2001","W","641,780","356,646","998,426"
"11/24/2001","A","504,548","253,414","757,962"
"11/25/2001","U","373,755","186,416","560,171"
"11/26/2001","W","993,754","600,439","1,594,193"
"11/27/2001","W","985,583","613,858","1,599,441"
"11/28/2001","W","981,842","614,405","1,596,247"
"11/29/2001","W","972,155","613,392","1,585,547"
"11/30/2001","W","1,039,082","625,037","1,664,119"
"12/01/2001","A","640,965","307,646","948,611"
"12/02/2001","U","418,878","210,748","629,626"
"12/03/2001","W","1,051,222","599,106","1,650,328"
"12/04/2001","W","1,049,416","613,294","1,662,710"
"12/05/2001","W","1,039,940","622,264","1,662,204"
"12/06/2001","W","1,020,021","623,428","1,643,449"
"12/07/2001","W","1,023,743","618,300","1,642,043"
"12/08/2001","A","620,074","315,639","935,713"
"12/09/2001","U","406,917","207,697","614,614"
"12/10/2001","W","1,005,376","597,416","1,602,792"
"12/11/2001","W","1,010,462","614,387","1,624,849"
"12/12/2001","W","981,259","609,660","1,590,919"
"12/13/2001","W","990,166","610,845","1,601,011"
"12/14/2001","W","982,986","600,798","1,583,784"
"12/15/2001","A","623,138","319,051","942,189"
"12/16/2001","U","407,448","213,347","620,795"
"12/17/2001","W","995,060","593,314","1,588,374"
"12/18/2001","W","1,014,592","608,735","1,623,327"
"12/19/2001","W","958,790","591,815","1,550,605"
"12/20/2001","W","987,827","586,572","1,574,399"
"12/21/2001","W","994,499","569,456","1,563,955"
"12/22/2001","A","586,969","268,254","855,223"
"12/23/2001","U","393,359","184,628","577,987"
"12/24/2001","W","525,908","257,022","782,930"
"12/25/2001","U","218,872","93,525","312,397"
"12/26/2001","W","619,967","380,064","1,000,031"
"12/27/2001","W","690,465","436,814","1,127,279"
"12/28/2001","W","739,404","456,879","1,196,283"
"12/29/2001","A","473,194","224,772","697,966"
"12/30/2001","U","306,871","160,102","466,973"
"12/31/2001","W","650,794","321,388","972,182"
"01/01/2002","U","294,360","122,471","416,831"
"01/02/2002","W","766,853","491,630","1,258,483"
"01/03/2002","W","838,088","523,292","1,361,380"
"01/04/2002","W","858,709","528,849","1,387,558"
"01/05/2002","A","542,470","245,820","788,290"
"01/06/2002","U","370,508","177,606","548,114"
"01/07/2002","W","953,807","568,929","1,522,736"
"01/08/2002","W","973,200","585,667","1,558,867"
"01/09/2002","W","985,622","591,671","1,577,293"
"01/10/2002","W","974,188","591,742","1,565,930"
"01/11/2002","W","1,006,535","591,718","1,598,253"
"01/12/2002","A","565,955","266,826","832,781"
"01/13/2002","U","371,378","176,272","547,650"
"01/14/2002","W","985,931","593,642","1,579,573"
"01/15/2002","W","983,090","601,489","1,584,579"
"01/16/2002","W","955,758","608,009","1,563,767"
"01/17/2002","W","968,715","598,282","1,566,997"
"01/18/2002","W","967,930","581,331","1,549,261"
"01/19/2002","A","556,405","273,407","829,812"
"01/20/2002","U","374,069","180,903","554,972"
"01/21/2002","W","648,994","392,312","1,041,306"
"01/22/2002","W","1,012,565","603,877","1,616,442"
"01/23/2002","W","990,484","600,427","1,590,911"
"01/24/2002","W","1,007,218","605,974","1,613,192"
"01/25/2002","W","1,028,432","601,352","1,629,784"
"01/26/2002","A","611,356","283,489","894,845"
"01/27/2002","U","408,878","189,116","597,994"
"01/28/2002","W","1,009,923","595,606","1,605,529"
"01/29/2002","W","979,719","597,598","1,577,317"
"01/30/2002","W","936,013","602,737","1,538,750"
"01/31/2002","W","879,895","602,988","1,482,883"
"02/01/2002","W","954,707","585,087","1,539,794"
"02/02/2002","A","614,544","273,954","888,498"
"02/03/2002","U","401,958","180,019","581,977"
"02/04/2002","W","988,315","576,117","1,564,432"
"02/05/2002","W","997,471","596,800","1,594,271"
"02/06/2002","W","1,011,650","597,747","1,609,397"
"02/07/2002","W","1,011,915","600,731","1,612,646"
"02/08/2002","W","1,027,036","594,502","1,621,538"
"02/09/2002","A","650,477","296,011","946,488"
"02/10/2002","U","379,613","180,097","559,710"
"02/11/2002","W","985,014","592,118","1,577,132"
"02/12/2002","W","811,567","541,814","1,353,381"
"02/13/2002","W","1,019,675","612,626","1,632,301"
"02/14/2002","W","1,014,122","609,706","1,623,828"
"02/15/2002","W","1,007,654","589,737","1,597,391"
"02/16/2002","A","617,307","292,835","910,142"
"02/17/2002","U","423,922","209,261","633,183"
"02/18/2002","W","759,013","458,524","1,217,537"
"02/19/2002","W","985,390","597,374","1,582,764"
"02/20/2002","W","986,615","601,360","1,587,975"
"02/21/2002","W","977,261","603,816","1,581,077"
"02/22/2002","W","1,016,162","592,329","1,608,491"
"02/23/2002","A","629,609","292,764","922,373"
"02/24/2002","U","421,160","199,343","620,503"
"02/25/2002","W","979,843","581,612","1,561,455"
"02/26/2002","W","933,204","587,918","1,521,122"
"02/27/2002","W","939,542","587,701","1,527,243"
"02/28/2002","W","941,136","592,045","1,533,181"
"03/01/2002","W","973,482","593,596","1,567,078"
"03/02/2002","A","512,767","264,847","777,614"
"03/03/2002","U","331,715","174,890","506,605"
"03/04/2002","W","726,815","493,625","1,220,440"
"03/05/2002","W","978,944","588,656","1,567,600"
"03/06/2002","W","1,008,215","593,126","1,601,341"
"03/07/2002","W","1,008,102","594,952","1,603,054"
"03/08/2002","W","993,813","587,766","1,581,579"
"03/09/2002","A","493,346","254,471","747,817"
"03/10/2002","U","361,758","180,401","542,159"
"03/11/2002","W","1,008,613","591,093","1,599,706"
"03/12/2002","W","1,021,380","612,457","1,633,837"
"03/13/2002","W","1,022,145","615,718","1,637,863"
"03/14/2002","W","1,010,579","607,626","1,618,205"
"03/15/2002","W","1,005,654","591,415","1,597,069"
"03/16/2002","A","615,103","342,098","957,201"
"03/17/2002","U","390,344","189,640","579,984"
"03/18/2002","W","992,913","579,486","1,572,399"
"03/19/2002","W","990,801","590,290","1,581,091"
"03/20/2002","W","993,245","591,401","1,584,646"
"03/21/2002","W","930,667","574,802","1,505,469"
"03/22/2002","W","961,386","564,876","1,526,262"
"03/23/2002","A","617,210","290,118","907,328"
"03/24/2002","U","370,997","190,845","561,842"
"03/25/2002","W","895,573","544,841","1,440,414"
"03/26/2002","W","938,869","571,086","1,509,955"
"03/27/2002","W","989,393","580,724","1,570,117"
"03/28/2002","W","965,734","571,056","1,536,790"
"03/29/2002","W","755,230","472,276","1,227,506"
"03/30/2002","A","616,271","268,843","885,114"
"03/31/2002","U","377,026","158,135","535,161"
"04/01/2002","W","971,162","566,861","1,538,023"
"04/02/2002","W","970,537","585,155","1,555,692"
"04/03/2002","W","1,007,100","597,081","1,604,181"
"04/04/2002","W","995,075","600,930","1,596,005"
"04/05/2002","W","1,014,222","613,919","1,628,141"
"04/06/2002","A","639,707","318,104","957,811"
"04/07/2002","U","355,354","180,625","535,979"
"04/08/2002","W","937,560","578,417","1,515,977"
"04/09/2002","W","1,013,106","607,047","1,620,153"
"04/10/2002","W","1,020,986","618,972","1,639,958"
"04/11/2002","W","1,036,014","629,240","1,665,254"
"04/12/2002","W","917,031","591,700","1,508,731"
"04/13/2002","A","631,465","308,737","940,202"
"04/14/2002","U","438,900","210,876","649,776"
"04/15/2002","W","926,258","586,214","1,512,472"
"04/16/2002","W","899,896","599,906","1,499,802"
"04/17/2002","W","892,185","593,532","1,485,717"
"04/18/2002","W","896,865","594,280","1,491,145"
"04/19/2002","W","905,545","591,974","1,497,519"
"04/20/2002","A","574,009","300,177","874,186"
"04/21/2002","U","356,144","190,405","546,549"
"04/22/2002","W","974,101","583,247","1,557,348"
"04/23/2002","W","1,021,788","620,463","1,642,251"
"04/24/2002","W","918,721","602,085","1,520,806"
"04/25/2002","W","1,000,933","626,040","1,626,973"
"04/26/2002","W","1,026,348","615,024","1,641,372"
"04/27/2002","A","513,069","272,746","785,815"
"04/28/2002","U","365,481","201,038","566,519"
"04/29/2002","W","1,001,321","584,792","1,586,113"
"04/30/2002","W","1,000,608","604,417","1,605,025"
"05/01/2002","W","1,031,532","605,198","1,636,730"
"05/02/2002","W","976,392","598,086","1,574,478"
"05/03/2002","W","1,075,694","606,513","1,682,207"
"05/04/2002","A","660,227","312,131","972,358"
"05/05/2002","U","443,915","207,913","651,828"
"05/06/2002","W","994,227","598,141","1,592,368"
"05/07/2002","W","1,010,608","616,111","1,626,719"
"05/08/2002","W","968,509","600,435","1,568,944"
"05/09/2002","W","1,009,271","614,202","1,623,473"
"05/10/2002","W","1,047,188","609,528","1,656,716"
"05/11/2002","A","492,841","252,501","745,342"
"05/12/2002","U","358,446","185,931","544,377"
"05/13/2002","W","975,822","570,031","1,545,853"
"05/14/2002","W","1,009,365","598,752","1,608,117"
"05/15/2002","W","1,015,551","600,667","1,616,218"
"05/16/2002","W","906,240","579,727","1,485,967"
"05/17/2002","W","991,682","583,205","1,574,887"
"05/18/2002","A","638,862","298,727","937,589"
"05/19/2002","U","419,434","204,421","623,855"
"05/20/2002","W","994,112","582,646","1,576,758"
"05/21/2002","W","1,008,846","613,667","1,622,513"
"05/22/2002","W","999,920","618,307","1,618,227"
"05/23/2002","W","969,174","606,199","1,575,373"
"05/24/2002","W","995,434","576,461","1,571,895"
"05/25/2002","A","558,891","270,672","829,563"
"05/26/2002","U","436,570","216,172","652,742"
"05/27/2002","U","395,210","200,876","596,086"
"05/28/2002","W","959,547","588,932","1,548,479"
"05/29/2002","W","980,049","601,576","1,581,625"
"05/30/2002","W","990,460","606,972","1,597,432"
"05/31/2002","W","1,040,502","635,809","1,676,311"
"06/01/2002","A","667,264","371,223","1,038,487"
"06/02/2002","U","423,135","238,648","661,783"
"06/03/2002","W","1,001,778","583,147","1,584,925"
"06/04/2002","W","915,667","575,065","1,490,732"
"06/05/2002","W","1,005,307","602,096","1,607,403"
"06/06/2002","W","1,044,279","611,344","1,655,623"
"06/07/2002","W","1,036,716","606,193","1,642,909"
"06/08/2002","A","649,574","323,142","972,716"
"06/09/2002","U","446,760","228,298","675,058"
"06/10/2002","W","944,065","583,512","1,527,577"
"06/11/2002","W","969,387","604,162","1,573,549"
"06/12/2002","W","986,714","606,658","1,593,372"
"06/13/2002","W","967,153","596,032","1,563,185"
"06/14/2002","W","980,140","605,447","1,585,587"
"06/15/2002","A","644,968","318,379","963,347"
"06/16/2002","U","456,833","225,229","682,062"
"06/17/2002","W","980,090","576,747","1,556,837"
"06/18/2002","W","996,706","619,540","1,616,246"
"06/19/2002","W","992,928","618,449","1,611,377"
"06/20/2002","W","975,703","628,191","1,603,894"
"06/21/2002","W","979,910","616,117","1,596,027"
"06/22/2002","A","634,013","341,170","975,183"
"06/23/2002","U","444,454","232,456","676,910"
"06/24/2002","W","884,749","597,643","1,482,392"
"06/25/2002","W","926,613","600,847","1,527,460"
"06/26/2002","W","879,533","601,333","1,480,866"
"06/27/2002","W","914,452","613,276","1,527,728"
"06/28/2002","W","934,562","650,340","1,584,902"
"06/29/2002","A","636,792","369,705","1,006,497"
"06/30/2002","U","441,101","309,418","750,519"
"07/01/2002","W","948,966","601,509","1,550,475"
"07/02/2002","W","955,991","621,541","1,577,532"
"07/03/2002","W","1,004,276","785,621","1,789,897"
"07/04/2002","U","441,126","279,204","720,330"
"07/05/2002","W","807,831","500,685","1,308,516"
"07/06/2002","A","597,877","324,834","922,711"
"07/07/2002","U","445,916","256,321","702,237"
"07/08/2002","W","929,870","575,055","1,504,925"
"07/09/2002","W","919,623","579,348","1,498,971"
"07/10/2002","W","941,513","591,208","1,532,721"
"07/11/2002","W","969,657","594,276","1,563,933"
"07/12/2002","W","963,191","618,865","1,582,056"
"07/13/2002","A","624,850","324,416","949,266"
"07/14/2002","U","433,166","239,865","673,031"
