"service_date","day_type","bus","rail_boardings","total_rides"
"07/15/2002","W","949,705","608,087","1,557,792"
"07/16/2002","W","946,077","621,832","1,567,909"
"07/17/2002","W","931,752","595,378","1,527,130"
"07/18/2002","W","942,643","596,288","1,538,931"
"07/19/2002","W","960,153","612,971","1,573,124"
"07/20/2002","A","635,657","339,113","974,770"
"07/21/2002","U","412,477","229,156","641,633"
"07/22/2002","W","900,537","595,784","1,496,321"
"07/23/2002","W","955,084","623,156","1,578,240"
"07/24/2002","W","945,502","617,518","1,563,020"
"07/25/2002","W","931,679","608,190","1,539,869"
"07/26/2002","W","942,389","590,601","1,532,990"
"07/27/2002","A","595,484","327,980","923,464"
"07/28/2002","U","414,913","215,040","629,953"
"07/29/2002","W","893,147","565,324","1,458,471"
"07/30/2002","W","934,322","614,162","1,548,484"
"07/31/2002","W","912,632","603,775","1,516,407"
"08/01/2002","W","969,159","607,964","1,577,123"
"08/02/2002","W","1,004,199","612,785","1,616,984"
"08/03/2002","A","674,990","325,279","1,000,269"
"08/04/2002","U","451,144","234,620","685,764"
"08/05/2002","W","941,406","569,627","1,511,033"
"08/06/2002","W","955,681","592,722","1,548,403"
"08/07/2002","W","940,727","585,313","1,526,040"
"08/08/2002","W","945,096","589,840","1,534,936"
"08/09/2002","W","968,109","592,938","1,561,047"
"08/10/2002","A","667,701","340,015","1,007,716"
"08/11/2002","U","437,332","230,526","667,858"
"08/12/2002","W","908,503","579,800","1,488,303"
"08/13/2002","W","871,791","578,996","1,450,787"
"08/14/2002","W","893,558","586,107","1,479,665"
"08/15/2002","W","920,323","599,375","1,519,698"
"08/16/2002","W","903,666","592,393","1,496,059"
"08/17/2002","A","644,076","340,569","984,645"
"08/18/2002","U","490,868","285,298","776,166"
"08/19/2002","W","847,798","545,503","1,393,301"
"08/20/2002","W","918,696","586,734","1,505,430"
"08/21/2002","W","904,673","572,717","1,477,390"
"08/22/2002","W","829,797","533,893","1,363,690"
"08/23/2002","W","903,292","570,031","1,473,323"
"08/24/2002","A","625,725","308,392","934,117"
"08/25/2002","U","441,076","227,484","668,560"
"08/26/2002","W","920,546","572,967","1,493,513"
"08/27/2002","W","923,644","596,884","1,520,528"
"08/28/2002","W","922,170","590,348","1,512,518"
"08/29/2002","W","808,555","532,322","1,340,877"
"08/30/2002","W","987,793","608,056","1,595,849"
"08/31/2002","A","666,152","345,777","1,011,929"
"09/01/2002","U","477,226","257,229","734,455"
"09/02/2002","U","381,482","201,136","582,618"
"09/03/2002","W","1,106,907","625,970","1,732,877"
"09/04/2002","W","1,087,925","634,665","1,722,590"
"09/05/2002","W","1,083,538","634,950","1,718,488"
"09/06/2002","W","1,082,951","634,809","1,717,760"
"09/07/2002","A","643,335","318,886","962,221"
"09/08/2002","U","439,942","218,716","658,658"
"09/09/2002","W","1,071,206","630,453","1,701,659"
"09/10/2002","W","1,050,992","640,278","1,691,270"
"09/11/2002","W","1,045,640","631,554","1,677,194"
"09/12/2002","W","1,059,762","645,114","1,704,876"
"09/13/2002","W","1,064,345","655,102","1,719,447"
"09/14/2002","A","642,689","327,322","970,011"
"09/15/2002","U","421,429","221,310","642,739"
"09/16/2002","W","1,049,667","617,848","1,667,515"
"09/17/2002","W","1,064,546","644,444","1,708,990"
"09/18/2002","W","1,039,162","643,763","1,682,925"
"09/19/2002","W","1,038,608","640,884","1,679,492"
"09/20/2002","W","1,019,280","626,196","1,645,476"
"09/21/2002","A","674,983","330,553","1,005,536"
"09/22/2002","U","416,973","215,142","632,115"
"09/23/2002","W","1,055,515","637,798","1,693,313"
"09/24/2002","W","1,055,580","664,958","1,720,538"
"09/25/2002","W","1,064,437","666,345","1,730,782"
"09/26/2002","W","1,057,421","662,347","1,719,768"
"09/27/2002","W","1,058,970","651,373","1,710,343"
"09/28/2002","A","632,188","338,847","971,035"
"09/29/2002","U","421,618","232,441","654,059"
"09/30/2002","W","1,048,696","634,065","1,682,761"
"10/01/2002","W","1,098,830","653,561","1,752,391"
"10/02/2002","W","1,059,836","648,879","1,708,715"
"10/03/2002","W","1,100,107","655,905","1,756,012"
"10/04/2002","W","1,024,955","626,723","1,651,678"
"10/05/2002","A","672,805","338,207","1,011,012"
"10/06/2002","U","423,210","223,075","646,285"
"10/07/2002","W","1,086,922","641,838","1,728,760"
"10/08/2002","W","1,074,824","650,758","1,725,582"
"10/09/2002","W","1,064,324","648,974","1,713,298"
"10/10/2002","W","1,072,954","655,002","1,727,956"
"10/11/2002","W","1,074,197","658,585","1,732,782"
"10/12/2002","A","612,527","332,781","945,308"
"10/13/2002","U","407,917","323,103","731,020"
"10/14/2002","W","806,818","542,057","1,348,875"
"10/15/2002","W","1,068,455","653,527","1,721,982"
"10/16/2002","W","1,036,205","645,880","1,682,085"
"10/17/2002","W","1,030,300","645,590","1,675,890"
"10/18/2002","W","1,059,316","643,043","1,702,359"
"10/19/2002","A","654,965","333,538","988,503"
"10/20/2002","U","424,767","222,167","646,934"
"10/21/2002","W","1,057,968","632,256","1,690,224"
"10/22/2002","W","1,047,657","645,112","1,692,769"
"10/23/2002","W","1,013,066","635,553","1,648,619"
"10/24/2002","W","1,014,798","642,039","1,656,837"
"10/25/2002","W","1,022,926","632,981","1,655,907"
"10/26/2002","A","626,185","331,030","957,215"
"10/27/2002","U","413,385","217,556","630,941"
"10/28/2002","W","1,041,265","628,314","1,669,579"
"10/29/2002","W","1,025,525","636,398","1,661,923"
"10/30/2002","W","1,036,745","639,993","1,676,738"
"10/31/2002","W","1,000,155","635,297","1,635,452"
"11/01/2002","W","1,069,031","628,183","1,697,214"
"11/02/2002","A","647,400","313,106","960,506"
"11/03/2002","U","418,620","211,506","630,126"
"11/04/2002","W","1,072,235","633,872","1,706,107"
"11/05/2002","W","994,530","613,203","1,607,733"
"11/06/2002","W","1,045,767","644,971","1,690,738"
"11/07/2002","W","1,065,889","664,817","1,730,706"
"11/08/2002","W","995,294","646,927","1,642,221"
"11/09/2002","A","630,142","329,264","959,406"
"11/10/2002","U","419,858","220,134","639,992"
"11/11/2002","W","780,558","519,021","1,299,579"
"11/12/2002","W","1,029,700","637,242","1,666,942"
"11/13/2002","W","1,035,982","635,224","1,671,206"
"11/14/2002","W","956,533","625,010","1,581,543"
"11/15/2002","W","1,042,694","630,267","1,672,961"
"11/16/2002","A","600,110","314,114","914,224"
"11/17/2002","U","393,692","204,651","598,343"
"11/18/2002","W","1,018,831","619,368","1,638,199"
"11/19/2002","W","1,058,349","638,719","1,697,068"
"11/20/2002","W","1,033,748","630,680","1,664,428"
"11/21/2002","W","983,825","621,257","1,605,082"
"11/22/2002","W","1,030,889","618,981","1,649,870"
"11/23/2002","A","631,388","353,053","984,441"
"11/24/2002","U","393,321","202,257","595,578"
"11/25/2002","W","992,101","602,628","1,594,729"
"11/26/2002","W","959,679","611,673","1,571,352"
"11/27/2002","W","946,620","584,367","1,530,987"
"11/28/2002","U","297,477","145,995","443,472"
"11/29/2002","W","676,405","367,260","1,043,665"
"11/30/2002","A","525,319","255,100","780,419"
"12/01/2002","U","362,192","187,150","549,342"
"12/02/2002","W","966,808","598,780","1,565,588"
"12/03/2002","W","1,007,666","622,071","1,629,737"
"12/04/2002","W","1,003,459","610,601","1,614,060"
"12/05/2002","W","1,005,218","607,822","1,613,040"
"12/06/2002","W","1,018,401","602,004","1,620,405"
"12/07/2002","A","627,855","318,034","945,889"
"12/08/2002","U","396,717","202,070","598,787"
"12/09/2002","W","994,622","575,116","1,569,738"
"12/10/2002","W","1,030,456","601,656","1,632,112"
"12/11/2002","W","1,021,640","603,601","1,625,241"
"12/12/2002","W","1,015,667","602,683","1,618,350"
"12/13/2002","W","1,020,480","600,852","1,621,332"
"12/14/2002","A","653,848","325,639","979,487"
"12/15/2002","U","435,253","216,394","651,647"
"12/16/2002","W","1,003,932","577,286","1,581,218"
"12/17/2002","W","985,528","583,328","1,568,856"
"12/18/2002","W","939,870","571,921","1,511,791"
"12/19/2002","W","1,020,038","590,493","1,610,531"
"12/20/2002","W","984,913","565,925","1,550,838"
"12/21/2002","A","614,025","284,719","898,744"
"12/22/2002","U","404,210","194,323","598,533"
"12/23/2002","W","827,316","467,245","1,294,561"
"12/24/2002","W","621,673","319,916","941,589"
"12/25/2002","U","237,547","96,846","334,393"
"12/26/2002","W","661,076","372,317","1,033,393"
"12/27/2002","W","744,896","424,575","1,169,471"
"12/28/2002","A","528,087","236,606","764,693"
"12/29/2002","U","380,197","181,081","561,278"
"12/30/2002","W","773,707","469,806","1,243,513"
"12/31/2002","W","792,623","456,865","1,249,488"
"01/01/2003","U","325,478","169,985","495,463"
"01/02/2003","W","757,781","484,840","1,242,621"
"01/03/2003","W","861,580","515,985","1,377,565"
"01/04/2003","A","570,941","255,217","826,158"
"01/05/2003","U","377,813","177,159","554,972"
"01/06/2003","W","982,617","574,868","1,557,485"
"01/07/2003","W","982,542","580,676","1,563,218"
"01/08/2003","W","1,011,812","592,758","1,604,570"
"01/09/2003","W","979,678","586,435","1,566,113"
"01/10/2003","W","963,808","567,691","1,531,499"
"01/11/2003","A","506,478","250,051","756,529"
"01/12/2003","U","346,918","171,467","518,385"
"01/13/2003","W","973,653","585,781","1,559,434"
"01/14/2003","W","940,805","594,400","1,535,205"
"01/15/2003","W","928,578","583,104","1,511,682"
"01/16/2003","W","945,280","591,915","1,537,195"
"01/17/2003","W","973,358","584,772","1,558,130"
"01/18/2003","A","512,435","261,058","773,493"
"01/19/2003","U","327,279","172,937","500,216"
"01/20/2003","W","604,089","375,958","980,047"
"01/21/2003","W","954,156","590,827","1,544,983"
"01/22/2003","W","912,033","572,491","1,484,524"
"01/23/2003","W","822,317","541,015","1,363,332"
"01/24/2003","W","893,501","546,353","1,439,854"
"01/25/2003","A","547,944","259,287","807,231"
"01/26/2003","U","335,046","168,783","503,829"
"01/27/2003","W","922,033","564,295","1,486,328"
"01/28/2003","W","952,120","598,146","1,550,266"
"01/29/2003","W","970,605","594,588","1,565,193"
"01/30/2003","W","993,731","601,060","1,594,791"
"01/31/2003","W","929,004","577,555","1,506,559"
"02/01/2003","A","639,705","291,226","930,931"
"02/02/2003","U","415,598","192,294","607,892"
"02/03/2003","W","1,039,918","596,186","1,636,104"
"02/04/2003","W","980,582","597,044","1,577,626"
"02/05/2003","W","961,776","585,552","1,547,328"
"02/06/2003","W","981,973","596,888","1,578,861"
"02/07/2003","W","953,979","573,249","1,527,228"
"02/08/2003","A","563,430","270,521","833,951"
"02/09/2003","U","367,964","180,861","548,825"
"02/10/2003","W","948,507","584,120","1,532,627"
"02/11/2003","W","928,346","592,292","1,520,638"
"02/12/2003","W","749,254","523,192","1,272,446"
"02/13/2003","W","978,871","597,819","1,576,690"
"02/14/2003","W","985,806","594,045","1,579,851"
"02/15/2003","A","543,945","271,823","815,768"
"02/16/2003","U","365,939","188,276","554,215"
"02/17/2003","W","709,845","447,938","1,157,783"
"02/18/2003","W","974,450","604,717","1,579,167"
"02/19/2003","W","982,943","605,097","1,588,040"
"02/20/2003","W","988,095","611,766","1,599,861"
"02/21/2003","W","1,005,940","601,156","1,607,096"
"02/22/2003","A","529,921","276,538","806,459"
"02/23/2003","U","377,363","185,905","563,268"
"02/24/2003","W","908,324","574,013","1,482,337"
"02/25/2003","W","897,857","572,520","1,470,377"
"02/26/2003","W","939,161","588,630","1,527,791"
"02/27/2003","W","951,569","599,144","1,550,713"
"02/28/2003","W","1,011,530","597,504","1,609,034"
"03/01/2003","A","610,177","291,264","901,441"
"03/02/2003","U","347,417","182,200","529,617"
"03/03/2003","W","822,165","535,306","1,357,471"
"03/04/2003","W","964,967","606,043","1,571,010"
"03/05/2003","W","868,551","583,929","1,452,480"
"03/06/2003","W","874,641","573,715","1,448,356"
"03/07/2003","W","980,484","584,273","1,564,757"
"03/08/2003","A","550,093","274,523","824,616"
"03/09/2003","U","335,884","177,874","513,758"
"03/10/2003","W","916,661","573,635","1,490,296"
"03/11/2003","W","971,894","601,034","1,572,928"
"03/12/2003","W","981,590","604,333","1,585,923"
"03/13/2003","W","978,881","609,896","1,588,777"
"03/14/2003","W","1,009,566","615,377","1,624,943"
"03/15/2003","A","637,081","381,570","1,018,651"
"03/16/2003","U","429,227","235,438","664,665"
"03/17/2003","W","976,703","597,982","1,574,685"
"03/18/2003","W","963,349","596,226","1,559,575"
"03/19/2003","W","938,499","586,881","1,525,380"
"03/20/2003","W","936,654","594,341","1,530,995"
"03/21/2003","W","967,479","588,655","1,556,134"
"03/22/2003","A","577,660","292,329","869,989"
"03/23/2003","U","410,745","215,626","626,371"
"03/24/2003","W","962,889","584,149","1,547,038"
"03/25/2003","W","973,017","594,589","1,567,606"
"03/26/2003","W","968,581","594,924","1,563,505"
"03/27/2003","W","969,195","593,676","1,562,871"
"03/28/2003","W","815,984","552,242","1,368,226"
"03/29/2003","A","555,638","280,361","835,999"
"03/30/2003","U","372,071","191,109","563,180"
"03/31/2003","W","973,924","577,834","1,551,758"
"04/01/2003","W","1,028,531","603,564","1,632,095"
"04/02/2003","W","1,020,829","602,855","1,623,684"
"04/03/2003","W","995,062","592,074","1,587,136"
"04/04/2003","W","912,458","572,837","1,485,295"
"04/05/2003","A","593,273","293,496","886,769"
"04/06/2003","U","370,275","188,467","558,742"
"04/07/2003","W","873,605","565,391","1,438,996"
"04/08/2003","W","947,482","599,769","1,547,251"
"04/09/2003","W","986,992","611,985","1,598,977"
"04/10/2003","W","1,007,977","624,279","1,632,256"
"04/11/2003","W","912,918","600,667","1,513,585"
"04/12/2003","A","602,670","321,354","924,024"
"04/13/2003","U","407,540","219,553","627,093"
"04/14/2003","W","904,517","593,473","1,497,990"
"04/15/2003","W","894,368","606,461","1,500,829"
"04/16/2003","W","836,328","578,259","1,414,587"
"04/17/2003","W","815,274","563,613","1,378,887"
"04/18/2003","W","769,997","482,196","1,252,193"
"04/19/2003","A","562,148","263,464","825,612"
"04/20/2003","U","368,478","172,399","540,877"
"04/21/2003","W","925,231","572,442","1,497,673"
"04/22/2003","W","964,240","617,403","1,581,643"
"04/23/2003","W","923,474","613,127","1,536,601"
"04/24/2003","W","961,316","620,140","1,581,456"
"04/25/2003","W","979,369","595,103","1,574,472"
"04/26/2003","A","588,057","300,728","888,785"
"04/27/2003","U","403,462","210,716","614,178"
"04/28/2003","W","962,103","582,145","1,544,248"
"04/29/2003","W","958,977","595,629","1,554,606"
"04/30/2003","W","828,642","567,596","1,396,238"
"05/01/2003","W","971,218","597,161","1,568,379"
"05/02/2003","W","1,039,212","616,460","1,655,672"
"05/03/2003","A","645,503","335,590","981,093"
"05/04/2003","U","395,799","214,366","610,165"
"05/05/2003","W","1,006,467","608,082","1,614,549"
"05/06/2003","W","1,007,795","626,276","1,634,071"
"05/07/2003","W","977,279","610,370","1,587,649"
"05/08/2003","W","984,692","605,164","1,589,856"
"05/09/2003","W","992,211","616,706","1,608,917"
"05/10/2003","A","577,508","301,857","879,365"
"05/11/2003","U","322,449","193,398","515,847"
"05/12/2003","W","956,974","580,553","1,537,527"
"05/13/2003","W","981,698","602,563","1,584,261"
"05/14/2003","W","911,890","583,198","1,495,088"
"05/15/2003","W","971,525","598,384","1,569,909"
"05/16/2003","W","999,630","589,910","1,589,540"
"05/17/2003","A","614,484","304,723","919,207"
"05/18/2003","U","403,043","207,860","610,903"
"05/19/2003","W","961,806","579,665","1,541,471"
"05/20/2003","W","966,295","594,508","1,560,803"
"05/21/2003","W","992,696","592,768","1,585,464"
"05/22/2003","W","967,683","590,893","1,558,576"
"05/23/2003","W","969,112","575,372","1,544,484"
"05/24/2003","A","591,523","301,068","892,591"
"05/25/2003","U","408,454","223,466","631,920"
"05/26/2003","U","380,796","224,023","604,819"
"05/27/2003","W","961,009","597,804","1,558,813"
"05/28/2003","W","910,537","586,704","1,497,241"
"05/29/2003","W","961,715","595,331","1,557,046"
"05/30/2003","W","988,281","613,622","1,601,903"
"05/31/2003","A","575,015","318,134","893,149"
"06/01/2003","U","422,827","245,291","668,118"
"06/02/2003","W","978,201","583,126","1,561,327"
"06/03/2003","W","992,041","610,279","1,602,320"
"06/04/2003","W","997,077","615,414","1,612,491"
"06/05/2003","W","991,907","622,481","1,614,388"
"06/06/2003","W","962,917","615,632","1,578,549"
"06/07/2003","A","634,650","354,198","988,848"
"06/08/2003","U","380,953","229,228","610,181"
"06/09/2003","W","987,516","590,887","1,578,403"
"06/10/2003","W","940,459","596,552","1,537,011"
"06/11/2003","W","961,149","607,043","1,568,192"
"06/12/2003","W","969,572","604,883","1,574,455"
"06/13/2003","W","976,147","592,987","1,569,134"
"06/14/2003","A","626,911","320,029","946,940"
"06/15/2003","U","421,515","221,822","643,337"
"06/16/2003","W","955,066","581,387","1,536,453"
"06/17/2003","W","965,718","601,420","1,567,138"
"06/18/2003","W","897,454","587,986","1,485,440"
"06/19/2003","W","946,693","596,124","1,542,817"
"06/20/2003","W","938,177","611,219","1,549,396"
"06/21/2003","A","610,796","345,895","956,691"
"06/22/2003","U","423,283","242,077","665,360"
"06/23/2003","W","855,955","568,379","1,424,334"
"06/24/2003","W","928,442","620,552","1,548,994"
"06/25/2003","W","841,205","603,880","1,445,085"
"06/26/2003","W","833,307","600,660","1,433,967"
"06/27/2003","W","890,776","661,150","1,551,926"
"06/28/2003","A","561,500","350,162","911,662"
"06/29/2003","U","421,380","329,753","751,133"
"06/30/2003","W","884,729","611,874","1,496,603"
"07/01/2003","W","957,351","634,210","1,591,561"
"07/02/2003","W","936,777","640,212","1,576,989"
"07/03/2003","W","983,110","790,702","1,773,812"
"07/04/2003","U","471,591","347,887","819,478"
"07/05/2003","A","549,605","363,309","912,914"
"07/06/2003","U","389,816","269,228","659,044"
"07/07/2003","W","852,771","569,437","1,422,208"
"07/08/2003","W","846,175","579,733","1,425,908"
